coef,se,event_time,ci_lo,ci_hi
.11565036,.10426777,-4,-.088714473,.32001519
.044060569,.086351737,-3,-.12518884,.21330997
.05632785,.069761105,-2,-.080403917,.19305961
-.057844449,.061338153,0,-.17806722,.062378332
-.23882279,.06851206,1,-.37310642,-.10453915
-.28810504,.080044433,2,-.44499213,-.13121796
-.35724342,.096788675,3,-.54694921,-.16753761
-.40541938,.11329018,4,-.62746811,-.18337063
